order-id,sku,purchase-date,quantity,item-price,item-promotion-discount,commission,shipping-price,item-tax
AMZ-260510-00284,AMZ-00077,2026-05-10,2,3538.62,360.47,494.41,40.00,290.00
AMZ-260620-00285,AMZ-00097,2026-06-20,1,1469.68,44.38,187.98,0.00,224.60
AMZ-260513-00286,AMZ-00007,2026-05-13,1,2918.49,9.88,342.64,80.00,225.28
AMZ-260816-00287,AMZ-00031,2026-08-16,2,3437.84,30.22,382.79,0.00,399.57
AMZ-260513-00288,AMZ-00003,2026-05-13,3,606.69,43.17,68.74,0.00,54.34
AMZ-260715-00289,AMZ-00055,2026-07-15,3,4933.14,140.97,650.83,120.00,793.51
AMZ-260816-00290,AMZ-00082,2026-08-16,1,2626.59,304.61,387.88,0.00,278.44
AMZ-260707-00291,AMZ-00105,2026-07-07,1,350.74,20.18,39.39,0.00,21.04
AMZ-260627-00292,AMZ-00013,2026-06-27,1,1994.84,140.17,267.92,60.00,234.80
AMZ-260702-00293,AMZ-00076,2026-07-02,3,3101.28,51.01,415.67,80.00,308.85
AMZ-260522-00294,AMZ-00084,2026-05-22,1,1460.30,106.29,171.42,0.00,124.69
AMZ-260708-00295,AMZ-00017,2026-07-08,3,6017.04,894.92,881.94,120.00,167.39
AMZ-260701-00296,AMZ-00063,2026-07-01,4,1059.72,164.50,157.22,0.00,148.50
AMZ-260803-00297,AMZ-00023,2026-08-03,2,8227.92,808.08,1043.08,0.00,906.78
AMZ-260630-00298,AMZ-00077,2026-06-30,2,3640.06,43.69,522.75,0.00,501.58
AMZ-260726-00299,AMZ-00063,2026-07-26,1,250.76,38.90,31.32,40.00,29.65
AMZ-260615-00300,AMZ-00117,2026-06-15,1,406.95,61.37,48.38,0.00,48.42
AMZ-260718-00301,AMZ-00114,2026-07-18,3,2677.17,103.53,392.58,0.00,316.04
AMZ-260512-00302,AMZ-00015,2026-05-12,1,674.91,16.26,92.32,60.00,28.49
AMZ-260607-00303,AMZ-00103,2026-06-07,1,1459.50,176.02,180.35,0.00,93.40
AMZ-260727-00304,AMZ-00004,2026-07-27,3,5794.38,413.85,787.35,40.00,930.54
AMZ-260612-00305,AMZ-00023,2026-06-12,1,3939.80,89.28,540.99,120.00,203.71
AMZ-260705-00306,AMZ-00016,2026-07-05,1,1208.53,85.29,158.14,0.00,103.51
AMZ-260621-00307,AMZ-00033,2026-06-21,1,481.96,28.82,55.30,0.00,57.87
AMZ-260624-00308,AMZ-00050,2026-06-24,1,3366.13,212.24,421.56,0.00,477.96
AMZ-260525-00309,AMZ-00102,2026-05-25,2,3078.60,253.74,390.77,60.00,230.86
AMZ-260512-00310,AMZ-00089,2026-05-12,1,2976.22,10.60,417.53,80.00,356.49
AMZ-260801-00311,AMZ-00109,2026-08-01,1,2366.72,351.85,265.43,80.00,356.94
AMZ-260824-00312,AMZ-00044,2026-08-24,1,3756.16,202.10,417.43,40.00,633.15
AMZ-260513-00313,AMZ-00010,2026-05-13,1,2688.00,206.35,346.81,80.00,438.52
AMZ-260525-00314,AMZ-00003,2026-05-25,1,210.51,8.95,24.01,0.00,21.29
AMZ-260502-00315,AMZ-00066,2026-05-02,1,922.35,143.32,120.07,120.00,53.62
AMZ-260520-00316,AMZ-00088,2026-05-20,3,4855.89,664.66,637.08,40.00,370.85
AMZ-260528-00317,AMZ-00110,2026-05-28,4,6232.68,30.98,737.37,0.00,550.56
AMZ-260625-00318,AMZ-00086,2026-06-25,2,3844.96,162.09,477.18,0.00,306.72
AMZ-260625-00319,AMZ-00037,2026-06-25,2,2784.68,379.89,330.93,40.00,278.46
AMZ-260621-00320,AMZ-00006,2026-06-21,4,5776.28,457.11,692.00,0.00,258.46
AMZ-260611-00321,AMZ-00082,2026-06-11,2,5345.90,801.38,738.82,0.00,549.80
AMZ-260722-00322,AMZ-00050,2026-07-22,2,6636.94,172.94,871.41,120.00,697.30
AMZ-260623-00323,AMZ-00094,2026-06-23,1,2968.23,440.57,332.57,60.00,176.14
AMZ-260731-00324,AMZ-00114,2026-07-31,1,831.85,4.37,98.18,0.00,59.50
AMZ-260620-00325,AMZ-00110,2026-06-20,1,1565.53,82.14,174.53,0.00,64.47
AMZ-260604-00326,AMZ-00028,2026-06-04,1,1914.69,284.45,251.29,80.00,172.21
AMZ-260504-00327,AMZ-00112,2026-05-04,1,1334.73,180.30,170.10,80.00,189.70
AMZ-260725-00328,AMZ-00015,2026-07-25,3,1865.88,277.42,278.53,80.00,70.13
AMZ-260505-00329,AMZ-00054,2026-05-05,3,3749.19,20.50,531.15,0.00,542.63
AMZ-260702-00330,AMZ-00097,2026-07-02,2,2928.30,129.28,328.43,80.00,257.86
AMZ-260625-00331,AMZ-00080,2026-06-25,1,3714.93,252.68,449.67,0.00,560.58
AMZ-260819-00332,AMZ-00104,2026-08-19,4,12432.24,999.58,1498.55,0.00,1059.37
AMZ-260506-00333,AMZ-00045,2026-05-06,2,634.68,57.46,90.53,0.00,53.11
AMZ-260720-00334,AMZ-00116,2026-07-20,1,3147.97,487.35,365.30,120.00,414.31
AMZ-260707-00335,AMZ-00112,2026-07-07,2,2686.38,251.09,394.24,0.00,169.30
AMZ-260612-00336,AMZ-00113,2026-06-12,1,2831.35,26.66,402.96,40.00,335.66
AMZ-260701-00337,AMZ-00002,2026-07-01,1,3062.69,324.85,450.35,40.00,130.87
AMZ-260601-00338,AMZ-00032,2026-06-01,4,15884.88,1493.52,2029.51,0.00,1981.82
AMZ-260725-00339,AMZ-00057,2026-07-25,1,605.26,44.10,78.27,0.00,90.28
AMZ-260819-00340,AMZ-00093,2026-08-19,4,2644.56,393.35,324.68,0.00,387.49
AMZ-260721-00341,AMZ-00040,2026-07-21,1,1618.25,49.21,194.80,40.00,258.51
AMZ-260713-00342,AMZ-00058,2026-07-13,2,1722.06,180.12,234.31,0.00,124.67
AMZ-260804-00343,AMZ-00054,2026-08-04,1,1263.59,177.16,155.40,120.00,54.83
AMZ-260813-00344,AMZ-00113,2026-08-13,1,2688.17,26.08,323.73,40.00,227.16
AMZ-260523-00345,AMZ-00080,2026-05-23,1,3654.62,366.60,453.06,0.00,290.08
AMZ-260828-00346,AMZ-00084,2026-08-28,2,2978.08,279.95,389.70,80.00,471.98
AMZ-260818-00347,AMZ-00015,2026-08-18,4,2409.96,165.46,359.04,80.00,302.44
AMZ-260503-00348,AMZ-00097,2026-05-03,1,1551.66,31.42,202.18,0.00,216.98
AMZ-260809-00349,AMZ-00010,2026-08-09,2,5581.22,546.91,800.10,120.00,720.84
AMZ-260506-00350,AMZ-00063,2026-05-06,3,775.29,26.83,105.27,0.00,119.04
AMZ-260503-00351,AMZ-00059,2026-05-03,1,3140.38,353.62,358.47,0.00,169.03
AMZ-260725-00352,AMZ-00060,2026-07-25,4,6226.48,291.21,860.00,80.00,1043.48
AMZ-260526-00353,AMZ-00071,2026-05-26,2,3263.80,20.64,366.15,0.00,451.68
AMZ-260823-00354,AMZ-00108,2026-08-23,1,2446.95,296.18,316.77,80.00,216.68
AMZ-260512-00355,AMZ-00105,2026-05-12,1,352.66,24.33,51.32,0.00,39.31
AMZ-260808-00356,AMZ-00075,2026-08-08,4,2511.64,72.62,305.70,0.00,201.99
AMZ-260513-00357,AMZ-00033,2026-05-13,1,475.08,69.87,53.74,80.00,14.14
AMZ-260729-00358,AMZ-00004,2026-07-29,1,1799.81,283.95,212.79,0.00,92.99
AMZ-260620-00359,AMZ-00016,2026-06-20,2,2553.50,153.92,295.96,40.00,369.57
AMZ-260512-00360,AMZ-00089,2026-05-12,1,2950.58,174.47,334.00,60.00,319.70
AMZ-260723-00361,AMZ-00039,2026-07-23,1,508.11,23.42,57.46,0.00,67.16
AMZ-260724-00362,AMZ-00119,2026-07-24,3,11862.15,45.09,1705.68,80.00,454.29
AMZ-260626-00363,AMZ-00089,2026-06-26,1,2797.78,356.11,363.78,40.00,252.31
AMZ-260618-00364,AMZ-00107,2026-06-18,4,16893.72,139.88,2450.72,0.00,1702.98
AMZ-260819-00365,AMZ-00014,2026-08-19,2,6424.42,430.26,840.55,60.00,509.43
AMZ-260621-00366,AMZ-00032,2026-06-21,1,3962.38,159.04,461.01,0.00,322.36
AMZ-260526-00367,AMZ-00097,2026-05-26,3,4412.76,489.89,528.49,60.00,616.48
AMZ-260708-00368,AMZ-00053,2026-07-08,1,727.30,88.70,81.64,0.00,113.72
AMZ-260513-00369,AMZ-00041,2026-05-13,2,3057.02,369.81,339.10,0.00,225.40
AMZ-260524-00370,AMZ-00037,2026-05-24,2,2748.72,83.34,363.26,120.00,129.51
AMZ-260527-00371,AMZ-00074,2026-05-27,2,2508.94,358.29,301.43,80.00,324.46
AMZ-260729-00372,AMZ-00064,2026-07-29,2,2568.98,383.06,381.52,0.00,289.16
AMZ-260524-00373,AMZ-00060,2026-05-24,1,1613.47,27.70,211.49,40.00,103.88
AMZ-260811-00374,AMZ-00017,2026-08-11,1,1985.93,62.91,226.95,120.00,278.45
AMZ-260820-00375,AMZ-00019,2026-08-20,4,7527.24,833.23,1054.09,80.00,835.04
AMZ-260816-00376,AMZ-00008,2026-08-16,3,8530.41,440.12,1260.98,80.00,1088.88
AMZ-260523-00377,AMZ-00008,2026-05-23,2,5584.22,675.58,651.99,60.00,881.84
AMZ-260722-00378,AMZ-00001,2026-07-22,1,720.81,65.92,91.01,40.00,24.47
AMZ-260730-00379,AMZ-00103,2026-07-30,2,2984.26,343.89,421.73,60.00,333.30
AMZ-260822-00380,AMZ-00096,2026-08-22,2,3408.88,55.19,446.80,40.00,238.02
AMZ-260706-00381,AMZ-00118,2026-07-06,3,3792.27,359.37,527.61,60.00,217.17
AMZ-260615-00382,AMZ-00108,2026-06-15,3,7036.23,381.19,1014.63,60.00,645.12
AMZ-260614-00383,AMZ-00005,2026-06-14,2,4358.32,35.13,514.40,40.00,222.43
AMZ-260819-00384,AMZ-00020,2026-08-19,1,1388.75,52.18,171.78,120.00,61.30
AMZ-260811-00385,AMZ-00005,2026-08-11,3,6866.40,881.87,921.73,0.00,279.02
AMZ-260523-00386,AMZ-00109,2026-05-23,4,8803.64,1300.55,1152.08,0.00,1219.63
AMZ-260717-00387,AMZ-00119,2026-07-17,2,8652.98,690.30,1186.65,0.00,279.34
AMZ-260629-00388,AMZ-00093,2026-06-29,4,2700.04,23.04,397.03,80.00,457.91
AMZ-260802-00389,AMZ-00007,2026-08-02,2,5772.10,387.67,659.60,60.00,258.01
AMZ-260608-00390,AMZ-00085,2026-06-08,1,863.91,31.34,102.71,80.00,93.49
AMZ-260617-00391,AMZ-00043,2026-06-17,1,860.43,86.20,100.14,40.00,129.17
AMZ-260506-00392,AMZ-00116,2026-05-06,4,12658.00,1278.53,1714.26,120.00,1399.93
AMZ-260703-00393,AMZ-00062,2026-07-03,2,2911.38,272.79,364.55,0.00,388.45
AMZ-260805-00394,AMZ-00040,2026-08-05,1,1636.47,114.42,196.77,40.00,123.22
AMZ-260815-00395,AMZ-00017,2026-08-15,2,4403.22,121.83,537.04,0.00,333.73
AMZ-260530-00396,AMZ-00067,2026-05-30,2,3172.84,482.27,436.32,40.00,195.83
AMZ-260529-00397,AMZ-00120,2026-05-29,1,2820.20,13.99,386.24,0.00,344.18
AMZ-260530-00398,AMZ-00014,2026-05-30,2,6700.38,424.61,766.51,40.00,227.11
AMZ-260510-00399,AMZ-00056,2026-05-10,2,5007.74,446.76,714.83,120.00,650.63
AMZ-260520-00400,AMZ-00045,2026-05-20,2,661.98,90.98,97.06,60.00,27.60
