Name,Lineitem sku,Created at,Lineitem quantity,Lineitem price,Discount Amount,Shipping,Taxes
SHP-260617-00263,SHP-00088,2026-06-17 13:39:00 +0530,2,3556.08,108.16,0.00,167.31
SHP-260608-00264,SHP-00118,2026-06-08 17:51:00 +0530,4,5277.92,485.04,40.00,545.19
SHP-260511-00265,SHP-00088,2026-05-11 11:24:00 +0530,2,3496.00,345.91,80.00,216.16
SHP-260601-00266,SHP-00110,2026-06-01 15:59:00 +0530,1,1707.33,268.63,0.00,236.48
SHP-260517-00267,SHP-00012,2026-05-17 16:12:00 +0530,2,2307.34,29.45,0.00,144.08
SHP-260611-00268,SHP-00047,2026-06-11 08:20:00 +0530,4,8185.24,928.83,120.00,661.54
SHP-260522-00269,SHP-00096,2026-05-22 13:05:00 +0530,1,1707.55,30.69,0.00,105.00
SHP-260625-00270,SHP-00011,2026-06-25 17:33:00 +0530,1,2415.21,200.02,40.00,80.88
SHP-260615-00271,SHP-00064,2026-06-15 21:01:00 +0530,2,2737.92,153.39,40.00,165.32
SHP-260726-00272,SHP-00108,2026-07-26 09:48:00 +0530,1,2322.16,23.37,60.00,293.85
SHP-260727-00273,SHP-00088,2026-07-27 11:37:00 +0530,4,6933.44,293.23,120.00,805.40
SHP-260826-00274,SHP-00057,2026-08-26 16:00:00 +0530,1,578.46,14.29,0.00,27.41
SHP-260702-00275,SHP-00104,2026-07-02 09:28:00 +0530,2,6562.90,553.49,120.00,807.47
SHP-260602-00276,SHP-00078,2026-06-02 11:36:00 +0530,3,2116.20,334.31,80.00,152.44
SHP-260620-00277,SHP-00069,2026-06-20 09:16:00 +0530,2,1483.44,210.23,80.00,104.91
SHP-260712-00278,SHP-00085,2026-07-12 11:10:00 +0530,2,1966.92,132.22,80.00,195.04
SHP-260701-00279,SHP-00041,2026-07-01 21:34:00 +0530,1,1552.19,242.08,120.00,86.76
SHP-260722-00280,SHP-00033,2026-07-22 20:16:00 +0530,2,1024.90,148.50,60.00,100.37
SHP-260821-00281,SHP-00032,2026-08-21 19:43:00 +0530,2,8587.34,819.69,40.00,678.85
SHP-260826-00282,SHP-00111,2026-08-26 20:37:00 +0530,2,1152.12,109.75,80.00,182.48
SHP-260504-00283,SHP-00052,2026-05-04 12:21:00 +0530,2,2336.82,205.65,40.00,180.54
SHP-260802-00284,SHP-00041,2026-08-02 19:10:00 +0530,1,1569.12,24.08,60.00,177.26
SHP-260806-00285,SHP-00063,2026-08-06 12:33:00 +0530,2,557.86,32.27,40.00,35.38
SHP-260724-00286,SHP-00099,2026-07-24 08:57:00 +0530,1,529.37,66.58,80.00,62.84
SHP-260616-00287,SHP-00069,2026-06-16 09:00:00 +0530,1,703.57,70.83,80.00,75.71
SHP-260820-00288,SHP-00069,2026-08-20 10:50:00 +0530,1,698.35,101.34,0.00,64.35
SHP-260703-00289,SHP-00105,2026-07-03 15:35:00 +0530,2,772.66,91.74,0.00,96.33
SHP-260501-00290,SHP-00023,2026-05-01 16:31:00 +0530,2,8250.42,1071.33,120.00,273.36
SHP-260819-00291,SHP-00065,2026-08-19 15:22:00 +0530,1,1887.54,216.89,120.00,111.11
SHP-260702-00292,SHP-00064,2026-07-02 20:28:00 +0530,1,1388.46,219.20,0.00,206.92
SHP-260526-00293,SHP-00072,2026-05-26 19:00:00 +0530,1,2347.38,94.29,40.00,274.47
SHP-260602-00294,SHP-00073,2026-06-02 19:44:00 +0530,1,705.64,18.75,0.00,85.10
SHP-260527-00295,SHP-00032,2026-05-27 09:57:00 +0530,4,17408.04,549.81,120.00,721.44
SHP-260519-00296,SHP-00118,2026-05-19 12:13:00 +0530,4,5478.36,447.04,0.00,371.08
SHP-260827-00297,SHP-00064,2026-08-27 21:35:00 +0530,1,1316.12,80.61,40.00,195.84
SHP-260622-00298,SHP-00037,2026-06-22 09:48:00 +0530,1,1400.47,61.25,0.00,52.60
SHP-260702-00299,SHP-00106,2026-07-02 16:18:00 +0530,2,3506.96,397.16,120.00,403.66
SHP-260530-00300,SHP-00048,2026-05-30 11:57:00 +0530,2,3263.36,118.91,80.00,562.92
SHP-260531-00301,SHP-00092,2026-05-31 10:44:00 +0530,3,4287.78,142.81,80.00,517.65
SHP-260514-00302,SHP-00026,2026-05-14 14:46:00 +0530,1,1350.42,103.68,0.00,144.71
SHP-260505-00303,SHP-00110,2026-05-05 19:20:00 +0530,2,3349.98,179.79,0.00,206.82
SHP-260808-00304,SHP-00097,2026-08-08 21:34:00 +0530,1,1532.56,66.33,60.00,53.83
SHP-260622-00305,SHP-00019,2026-06-22 18:48:00 +0530,1,2206.31,206.30,0.00,263.74
SHP-260710-00306,SHP-00072,2026-07-10 17:00:00 +0530,4,9492.12,349.14,0.00,1168.27
SHP-260709-00307,SHP-00036,2026-07-09 19:51:00 +0530,4,2376.56,379.40,120.00,154.92
SHP-260825-00308,SHP-00053,2026-08-25 14:40:00 +0530,1,826.09,17.24,40.00,75.51
SHP-260628-00309,SHP-00068,2026-06-28 11:45:00 +0530,1,4973.54,124.32,0.00,452.45
SHP-260804-00310,SHP-00049,2026-08-04 12:36:00 +0530,1,2547.00,138.27,80.00,348.23
SHP-260510-00311,SHP-00026,2026-05-10 13:51:00 +0530,2,2927.56,271.00,80.00,401.96
SHP-260624-00312,SHP-00104,2026-06-24 13:47:00 +0530,4,12807.60,1201.56,0.00,1130.36
SHP-260508-00313,SHP-00003,2026-05-08 10:30:00 +0530,4,862.08,27.15,0.00,91.99
SHP-260520-00314,SHP-00032,2026-05-20 20:58:00 +0530,2,8692.84,498.48,80.00,252.87
SHP-260710-00315,SHP-00118,2026-07-10 11:04:00 +0530,4,5432.48,379.33,0.00,674.55
SHP-260828-00316,SHP-00005,2026-08-28 14:16:00 +0530,1,2279.14,59.42,0.00,285.96
SHP-260508-00317,SHP-00084,2026-05-08 11:42:00 +0530,2,3293.94,503.83,40.00,138.39
SHP-260511-00318,SHP-00095,2026-05-11 21:24:00 +0530,2,6432.04,5.80,0.00,1139.57
SHP-260506-00319,SHP-00074,2026-05-06 21:39:00 +0530,2,2456.72,245.03,0.00,236.96
SHP-260705-00320,SHP-00118,2026-07-05 10:11:00 +0530,2,2650.92,293.04,80.00,323.83
SHP-260622-00321,SHP-00031,2026-06-22 18:01:00 +0530,1,1914.80,41.55,0.00,241.45
SHP-260811-00322,SHP-00029,2026-08-11 17:22:00 +0530,1,2192.98,106.31,0.00,132.11
SHP-260710-00323,SHP-00093,2026-07-10 21:34:00 +0530,2,1435.22,143.74,80.00,132.13
SHP-260625-00324,SHP-00013,2026-06-25 08:11:00 +0530,1,2316.47,172.51,60.00,381.80
SHP-260825-00325,SHP-00102,2026-08-25 17:32:00 +0530,3,5179.92,425.95,60.00,751.18
SHP-260607-00326,SHP-00074,2026-06-07 14:49:00 +0530,1,1343.42,152.99,40.00,44.81
SHP-260526-00327,SHP-00112,2026-05-26 13:54:00 +0530,2,2739.70,23.93,0.00,211.98
SHP-260601-00328,SHP-00082,2026-06-01 11:45:00 +0530,1,2847.69,9.59,120.00,187.07
SHP-260612-00329,SHP-00010,2026-06-12 18:09:00 +0530,1,2928.52,346.63,60.00,355.78
SHP-260518-00330,SHP-00093,2026-05-18 20:11:00 +0530,1,766.66,97.82,120.00,31.78
SHP-260525-00331,SHP-00023,2026-05-25 16:41:00 +0530,1,4315.42,99.74,0.00,535.08
SHP-260714-00332,SHP-00004,2026-07-14 20:28:00 +0530,1,1983.37,144.81,120.00,237.09
SHP-260805-00333,SHP-00041,2026-08-05 11:23:00 +0530,2,3012.36,379.35,40.00,128.92
SHP-260515-00334,SHP-00068,2026-05-15 08:58:00 +0530,1,4918.11,245.03,0.00,261.12
SHP-260720-00335,SHP-00003,2026-07-20 19:43:00 +0530,1,198.28,1.17,0.00,17.53
SHP-260520-00336,SHP-00066,2026-05-20 09:53:00 +0530,1,961.15,42.57,120.00,86.30
SHP-260604-00337,SHP-00052,2026-06-04 08:07:00 +0530,1,1183.22,170.71,60.00,127.94
SHP-260516-00338,SHP-00081,2026-05-16 18:32:00 +0530,4,1518.32,213.28,40.00,49.81
SHP-260728-00339,SHP-00003,2026-07-28 16:57:00 +0530,1,203.86,4.24,40.00,7.09
SHP-260515-00340,SHP-00084,2026-05-15 12:39:00 +0530,2,3133.70,355.20,40.00,142.23
SHP-260726-00341,SHP-00069,2026-07-26 21:10:00 +0530,1,754.71,99.43,80.00,37.76
SHP-260622-00342,SHP-00101,2026-06-22 08:49:00 +0530,3,4417.02,210.76,120.00,656.39
SHP-260719-00343,SHP-00036,2026-07-19 15:21:00 +0530,2,1156.68,177.15,0.00,91.95
SHP-260715-00344,SHP-00074,2026-07-15 18:07:00 +0530,1,1210.98,23.07,120.00,176.34
SHP-260629-00345,SHP-00058,2026-06-29 20:51:00 +0530,1,931.51,2.12,0.00,58.01
SHP-260624-00346,SHP-00115,2026-06-24 12:15:00 +0530,4,9540.36,1526.25,0.00,1165.26
SHP-260729-00347,SHP-00021,2026-07-29 20:35:00 +0530,1,1215.75,2.66,40.00,210.97
SHP-260806-00348,SHP-00063,2026-08-06 13:50:00 +0530,1,277.73,4.23,80.00,32.61
SHP-260514-00349,SHP-00054,2026-05-14 09:16:00 +0530,1,1283.40,19.82,120.00,57.93
SHP-260519-00350,SHP-00084,2026-05-19 21:55:00 +0530,1,1528.40,242.75,80.00,69.72
SHP-260708-00351,SHP-00112,2026-07-08 21:05:00 +0530,3,4185.99,89.89,60.00,128.82
SHP-260512-00352,SHP-00058,2026-05-12 18:09:00 +0530,1,1008.54,142.01,0.00,132.44
SHP-260728-00353,SHP-00087,2026-07-28 15:14:00 +0530,1,284.76,16.83,60.00,27.03
SHP-260602-00354,SHP-00077,2026-06-02 16:48:00 +0530,1,1882.75,287.93,0.00,176.66
SHP-260612-00355,SHP-00103,2026-06-12 16:57:00 +0530,1,1536.01,140.68,60.00,49.90
SHP-260721-00356,SHP-00043,2026-07-21 21:48:00 +0530,1,883.62,110.46,0.00,92.56
SHP-260806-00357,SHP-00044,2026-08-06 12:25:00 +0530,1,4071.38,339.64,40.00,380.72
SHP-260703-00358,SHP-00044,2026-07-03 08:47:00 +0530,4,17355.36,1527.62,40.00,2300.13
SHP-260810-00359,SHP-00048,2026-08-10 11:45:00 +0530,1,1571.24,5.44,0.00,269.41
SHP-260502-00360,SHP-00011,2026-05-02 14:01:00 +0530,1,2532.42,134.62,120.00,252.59
SHP-260708-00361,SHP-00010,2026-07-08 13:57:00 +0530,2,5557.12,394.59,80.00,567.26
SHP-260729-00362,SHP-00081,2026-07-29 17:41:00 +0530,3,1181.52,114.03,60.00,119.32
SHP-260802-00363,SHP-00058,2026-08-02 20:03:00 +0530,2,2006.28,215.86,40.00,151.11
SHP-260505-00364,SHP-00065,2026-05-05 17:46:00 +0530,1,1927.24,58.38,40.00,120.60
SHP-260817-00365,SHP-00086,2026-08-17 11:20:00 +0530,1,1884.91,26.28,0.00,164.85
SHP-260713-00366,SHP-00088,2026-07-13 17:23:00 +0530,4,7273.64,150.44,40.00,500.13
SHP-260531-00367,SHP-00026,2026-05-31 11:06:00 +0530,2,2776.06,135.63,120.00,289.90
SHP-260607-00368,SHP-00082,2026-06-07 20:55:00 +0530,1,2765.73,132.02,120.00,166.38
SHP-260705-00369,SHP-00003,2026-07-05 09:07:00 +0530,1,219.02,31.31,0.00,31.37
SHP-260511-00370,SHP-00007,2026-05-11 13:58:00 +0530,1,3192.09,18.71,0.00,396.93
SHP-260516-00371,SHP-00014,2026-05-16 15:54:00 +0530,2,6595.72,379.15,120.00,194.62
SHP-260725-00372,SHP-00079,2026-07-25 20:47:00 +0530,1,2035.47,84.20,0.00,306.43
SHP-260824-00373,SHP-00050,2026-08-24 08:22:00 +0530,2,6808.40,1086.83,0.00,702.02
SHP-260819-00374,SHP-00075,2026-08-19 15:42:00 +0530,4,2781.00,274.18,80.00,409.10
SHP-260618-00375,SHP-00062,2026-06-18 14:53:00 +0530,1,1537.83,242.25,60.00,138.49
SHP-260722-00376,SHP-00002,2026-07-22 08:44:00 +0530,4,12567.92,648.79,80.00,1960.51
SHP-260615-00377,SHP-00012,2026-06-15 10:43:00 +0530,2,2252.08,291.48,0.00,145.22
SHP-260705-00378,SHP-00114,2026-07-05 12:03:00 +0530,3,2778.87,47.35,0.00,138.51
SHP-260704-00379,SHP-00021,2026-07-04 21:53:00 +0530,4,4570.84,613.09,120.00,420.83
SHP-260613-00380,SHP-00076,2026-06-13 14:22:00 +0530,2,1990.08,158.23,0.00,315.78
SHP-260726-00381,SHP-00011,2026-07-26 14:03:00 +0530,1,2406.97,271.42,120.00,286.45
SHP-260826-00382,SHP-00042,2026-08-26 21:02:00 +0530,1,1495.20,196.12,0.00,82.32
SHP-260525-00383,SHP-00058,2026-05-25 18:25:00 +0530,1,994.09,123.49,80.00,44.71
SHP-260817-00384,SHP-00021,2026-08-17 14:22:00 +0530,4,5095.88,118.51,60.00,485.95
SHP-260716-00385,SHP-00051,2026-07-16 12:28:00 +0530,2,1674.50,46.58,40.00,277.24
SHP-260602-00386,SHP-00007,2026-06-02 17:40:00 +0530,2,6443.74,939.74,0.00,968.35
SHP-260703-00387,SHP-00068,2026-07-03 17:22:00 +0530,1,4565.37,609.50,80.00,413.76
SHP-260506-00388,SHP-00049,2026-05-06 12:35:00 +0530,1,2455.87,160.46,0.00,146.26
SHP-260720-00389,SHP-00038,2026-07-20 21:33:00 +0530,1,2960.82,273.65,80.00,145.13
SHP-260504-00390,SHP-00111,2026-05-04 12:39:00 +0530,2,1100.84,31.87,0.00,106.31
SHP-260614-00391,SHP-00001,2026-06-14 08:32:00 +0530,1,752.81,28.40,80.00,51.47
SHP-260730-00392,SHP-00027,2026-07-30 15:23:00 +0530,3,1696.29,53.23,80.00,262.11
SHP-260823-00393,SHP-00096,2026-08-23 18:39:00 +0530,3,5059.53,215.29,0.00,581.33
SHP-260518-00394,SHP-00103,2026-05-18 08:26:00 +0530,1,1490.55,196.35,0.00,115.83
SHP-260505-00395,SHP-00031,2026-05-05 11:47:00 +0530,1,1911.03,139.99,40.00,269.97
SHP-260501-00396,SHP-00084,2026-05-01 19:16:00 +0530,2,3235.02,148.98,40.00,468.39
SHP-260710-00397,SHP-00024,2026-07-10 12:20:00 +0530,4,5862.92,852.70,80.00,240.82
SHP-260809-00398,SHP-00055,2026-08-09 12:00:00 +0530,2,3877.64,158.03,0.00,268.49
SHP-260515-00399,SHP-00101,2026-05-15 19:05:00 +0530,2,2962.62,327.75,0.00,99.68
SHP-260606-00400,SHP-00082,2026-06-06 15:42:00 +0530,4,10739.60,344.50,60.00,1674.09
